dayofweek,game_started,passes_pct,take_ons,shots_on_target,progressive_carries,goals,round,npxg,shots,position,blocks,take_ons_won,pens_att,comp,tackles,bench_explain,xg_assist,cards_yellow,pens_made,passes,cards_red,passes_completed,venue,carries,minutes,result,assists,touches,progressive_passes,gca,xg,team,date,opponent,match_report,sca,interceptions
Tue,N,,,,,,Matchweek 22,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Home,,,W 3–2,,,,,,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-01-30,Sheffield Utd,,,
Sat,N,,,,,,Matchweek 23,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Away,,,L 1–4,,,,,,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-02-03,Brighton,,,
Mon,N,,,,,,Matchweek 24,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Home,,,L 1–3,,,,,,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-02-12,Chelsea,,,
Mon,N,,,,,,Matchweek 25,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Away,,,D 1–1,,,,,,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-02-19,Everton,,,
Sun,N,0.0,0,0,0,0,Matchweek 33,0.0,0,CM,0,0,0,Premier League,1,,0.0,0,0,2,0,0,Away,0,14,W 1–0,0,5,0,0,0.0,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-04-14,Liverpool,,0,0
Sun,N,73.3,0,0,0,0,Matchweek 34,0.0,1,CM,0,0,0,Premier League,2,,0.0,0,0,15,0,11,Home,10,10,W 5–2,0,18,0,0,0.0,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-04-21,West Ham,,0,0
Wed,N,50.0,0,0,0,0,Matchweek 29,0.0,0,CM,0,0,0,Premier League,1,,0.0,0,0,6,0,3,Home,3,8,W 2–0,0,7,0,0,0.0,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-04-24,Newcastle Utd,,1,0
Sat,N,,,,,,Matchweek 35,,,,,,,Premier League,,"On matchday squad, but did not play",,,,,,,Away,,,D 1–1,,,,,,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-04-27,Fulham,,,
Mon,N,100.0,1,0,0,0,Matchweek 36,0.0,0,CM,0,0,0,Premier League,1,,0.0,0,0,16,0,16,Home,8,23,W 4–0,0,21,5,0,0.0,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-05-06,Manchester Utd,,0,0
Sun,N,100.0,0,0,1,0,Matchweek 38,0.0,0,CM,0,0,0,Premier League,0,,0.0,0,0,9,0,9,Home,8,4,W 5–0,0,10,1,0,0.0,"<a href=""/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats"">Crystal Palace</a>",2024-05-19,Aston Villa,,0,0
